,uid,domainID,siteID,namedLocation,locationID,startDate,endDate,ongoingEvent,estimatedOrActualDate,dateRemarks,eventID,samplingProtocolVersion,eventType,methodTypeChoice,name,scientificName,otherScientificName,fireSeverity,biomassRemoval,minQuantity,maxQuantity,quantityUnit,reporterType,remarks,recordedBy,dataQF,publicationDate,release
492,1dbc93d0-d77f-45b1-9186-dea188462ed1,D04,CUPE,CUPE,"CUPE.AOS.reach,CUPE.AOS.riparian.transect.10,CUPE.AOS.riparian.transect.09,CUPE.AOS.riparian.transect.08,CUPE.AOS.riparian.transect.07,CUPE.AOS.riparian.transect.06,CUPE.AOS.riparian.transect.05,CUPE.AOS.riparian.transect.04,CUPE.AOS.riparian.transect.03,CUPE.AOS.riparian.transect.02,CUPE.AOS.riparian.transect.01,CUPE.AOS.gauge,CUPE.AOS.discharge,CUPE.AOS.S2,SGAUGE104140,CFGLOC113865,S1LOC101346,CFGLOC113845,S2LOC101350,S2LOC101350,METSTN101363,CFGLOC101369,CFGLOC101366,CFGLOC101367,CFGLOC101364,CFGLOC101368,CFGLOC101365,CFGLOC101371,CFGLOC101370",9/18/22,9/18/22,N,actual,,CUPE.20220918.otherNaturalDisturbance,NEON.DOC.003282vD,otherNaturalDisturbance,naturalDisturbance-hurricaneDamage,,,,,,,,,primary,,0000-0002-4067-8225,,20241118T034835Z,RELEASE-2025
571,752cd19f-d7b8-412f-9350-f32e4f4e05f1,D08,DELA,DELA,"DELA_001.basePlot.all,DELA_002.basePlot.all,DELA_003.basePlot.all,DELA_004.basePlot.all,DELA_005.basePlot.all,DELA_006.basePlot.all,DELA_007.basePlot.all,DELA_008.basePlot.all,DELA_009.basePlot.all,DELA_010.basePlot.all,DELA_011.basePlot.all,DELA_012.basePlot.all,DELA_013.basePlot.all,DELA_014.basePlot.all,DELA_015.basePlot.all,DELA_016.basePlot.all,DELA_017.basePlot.all,DELA_018.basePlot.all,DELA_019.basePlot.all,DELA_020.basePlot.all,DELA_021.basePlot.all,DELA_022.basePlot.all,DELA_023.basePlot.all,DELA_024.basePlot.all,DELA_025.basePlot.all,DELA_026.basePlot.all,DELA_027.basePlot.all,DELA_028.basePlot.all,DELA_029.basePlot.all,DELA_030.basePlot.all,DELA_037.basePlot.all,DELA_038.basePlot.all,DELA_039.basePlot.all,DELA_040.basePlot.all,DELA_041.basePlot.all,DELA_042.basePlot.all,DELA_043.basePlot.all,DELA_044.basePlot.all,DELA_045.basePlot.all,DELA_046.basePlot.all,DELA_047.basePlot.all,DELA_048.basePlot.all,DELA_049.basePlot.all,DELA_050.basePlot.all,DELA_051.basePlot.all,DELA_052.basePlot.all,DELA_053.basePlot.all,DELA_054.basePlot.all,DELA_055.basePlot.all,DELA_056.basePlot.all,DELA_001.tickPlot.tck,DELA_005.tickPlot.tck,DELA_007.tickPlot.tck,DELA_008.tickPlot.tck,DELA_014.tickPlot.tck,DELA_016.tickPlot.tck,DELA_001.mammalGrid.mam,DELA_002.mammalGrid.mam,DELA_007.mammalGrid.mam,DELA_031.mosquitoPoint.mos,DELA_032.mosquitoPoint.mos,DELA_033.mosquitoPoint.mos,DELA_034.mosquitoPoint.mos,DELA_035.mosquitoPoint.mos,DELA_036.mosquitoPoint.mos,DELA_057.phenology.phe,DELA_058.phenology.phe,DELA,SOILPL100544,SOILPL100545,SOILPL100546,SOILPL108145,SOILPL108198,MEGAPT100969,TOWER100552,HUT108045,AIRSHED",2/8/18,2/18/18,N,,,DELA.20180208.otherNaturalDisturbance,NEON.DOC.003282vA,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,,,,primary,,lnagel@battelleecology.org,,20241118T224737Z,RELEASE-2025
572,5e6aa843-92b1-4688-9891-895cf1dc2e56,D08,DELA,DELA,"DELA_001.basePlot.all,DELA_002.basePlot.all,DELA_003.basePlot.all,DELA_004.basePlot.all,DELA_005.basePlot.all,DELA_006.basePlot.all,DELA_007.basePlot.all,DELA_008.basePlot.all,DELA_009.basePlot.all,DELA_010.basePlot.all,DELA_011.basePlot.all,DELA_012.basePlot.all,DELA_013.basePlot.all,DELA_014.basePlot.all,DELA_015.basePlot.all,DELA_016.basePlot.all,DELA_017.basePlot.all,DELA_018.basePlot.all,DELA_019.basePlot.all,DELA_020.basePlot.all,DELA_021.basePlot.all,DELA_022.basePlot.all,DELA_023.basePlot.all,DELA_024.basePlot.all,DELA_025.basePlot.all,DELA_026.basePlot.all,DELA_027.basePlot.all,DELA_028.basePlot.all,DELA_029.basePlot.all,DELA_030.basePlot.all,DELA_037.basePlot.all,DELA_038.basePlot.all,DELA_039.basePlot.all,DELA_040.basePlot.all,DELA_041.basePlot.all,DELA_042.basePlot.all,DELA_043.basePlot.all,DELA_044.basePlot.all,DELA_045.basePlot.all,DELA_046.basePlot.all,DELA_047.basePlot.all,DELA_048.basePlot.all,DELA_049.basePlot.all,DELA_050.basePlot.all,DELA_051.basePlot.all,DELA_052.basePlot.all,DELA_053.basePlot.all,DELA_054.basePlot.all,DELA_055.basePlot.all,DELA_056.basePlot.all,DELA_001.tickPlot.tck,DELA_005.tickPlot.tck,DELA_007.tickPlot.tck,DELA_008.tickPlot.tck,DELA_014.tickPlot.tck,DELA_016.tickPlot.tck,DELA_001.mammalGrid.mam,DELA_002.mammalGrid.mam,DELA_007.mammalGrid.mam,DELA_031.mosquitoPoint.mos,DELA_032.mosquitoPoint.mos,DELA_033.mosquitoPoint.mos,DELA_034.mosquitoPoint.mos,DELA_035.mosquitoPoint.mos,DELA_036.mosquitoPoint.mos,DELA_057.phenology.phe,DELA_058.phenology.phe,DELA,SOILPL100544,SOILPL100545,SOILPL100546,SOILPL108145,SOILPL108198,MEGAPT100969,TOWER100552,HUT108045,AIRSHED",2/24/18,3/9/18,N,,,DELA.20180224.otherNaturalDisturbance,NEON.DOC.003282vA,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,,,,primary,,lnagel@battelleecology.org,,20241118T071517Z,RELEASE-2025
573,eae3e42f-20c7-45d9-b487-8a11852c1887,D08,DELA,DELA,"DELA_001.basePlot.all,DELA_002.basePlot.all,DELA_003.basePlot.all,DELA_004.basePlot.all,DELA_005.basePlot.all,DELA_006.basePlot.all,DELA_007.basePlot.all,DELA_008.basePlot.all,DELA_009.basePlot.all,DELA_010.basePlot.all,DELA_011.basePlot.all,DELA_012.basePlot.all,DELA_013.basePlot.all,DELA_014.basePlot.all,DELA_015.basePlot.all,DELA_016.basePlot.all,DELA_017.basePlot.all,DELA_018.basePlot.all,DELA_019.basePlot.all,DELA_020.basePlot.all,DELA_021.basePlot.all,DELA_022.basePlot.all,DELA_023.basePlot.all,DELA_024.basePlot.all,DELA_025.basePlot.all,DELA_026.basePlot.all,DELA_027.basePlot.all,DELA_028.basePlot.all,DELA_029.basePlot.all,DELA_030.basePlot.all,DELA_037.basePlot.all,DELA_038.basePlot.all,DELA_039.basePlot.all,DELA_040.basePlot.all,DELA_041.basePlot.all,DELA_042.basePlot.all,DELA_043.basePlot.all,DELA_044.basePlot.all,DELA_045.basePlot.all,DELA_046.basePlot.all,DELA_047.basePlot.all,DELA_048.basePlot.all,DELA_049.basePlot.all,DELA_050.basePlot.all,DELA_051.basePlot.all,DELA_052.basePlot.all,DELA_053.basePlot.all,DELA_054.basePlot.all,DELA_055.basePlot.all,DELA_056.basePlot.all,DELA_001.tickPlot.tck,DELA_005.tickPlot.tck,DELA_007.tickPlot.tck,DELA_008.tickPlot.tck,DELA_014.tickPlot.tck,DELA_016.tickPlot.tck,DELA_001.mammalGrid.mam,DELA_002.mammalGrid.mam,DELA_007.mammalGrid.mam,DELA_031.mosquitoPoint.mos,DELA_032.mosquitoPoint.mos,DELA_033.mosquitoPoint.mos,DELA_034.mosquitoPoint.mos,DELA_035.mosquitoPoint.mos,DELA_036.mosquitoPoint.mos,DELA_057.phenology.phe,DELA_058.phenology.phe,DELA,SOILPL100544,SOILPL100545,SOILPL100546,SOILPL108145,SOILPL108198,MEGAPT100969,TOWER100552,HUT108045,AIRSHED",4/17/18,4/30/18,N,,,DELA.20180417.otherNaturalDisturbance,NEON.DOC.003282vA,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,,,,primary,,lnagel@battelleecology.org,,20241118T131803Z,RELEASE-2025
574,8532752f-0996-4a3f-8410-dff4d1919d63,D08,DELA,DELA,"DELA_001.basePlot.all,DELA_002.basePlot.all,DELA_003.basePlot.all,DELA_004.basePlot.all,DELA_005.basePlot.all,DELA_006.basePlot.all,DELA_007.basePlot.all,DELA_008.basePlot.all,DELA_009.basePlot.all,DELA_010.basePlot.all,DELA_011.basePlot.all,DELA_012.basePlot.all,DELA_013.basePlot.all,DELA_014.basePlot.all,DELA_015.basePlot.all,DELA_016.basePlot.all,DELA_017.basePlot.all,DELA_018.basePlot.all,DELA_019.basePlot.all,DELA_020.basePlot.all,DELA_021.basePlot.all,DELA_022.basePlot.all,DELA_023.basePlot.all,DELA_024.basePlot.all,DELA_025.basePlot.all,DELA_026.basePlot.all,DELA_027.basePlot.all,DELA_028.basePlot.all,DELA_029.basePlot.all,DELA_030.basePlot.all,DELA_037.basePlot.all,DELA_038.basePlot.all,DELA_039.basePlot.all,DELA_040.basePlot.all,DELA_041.basePlot.all,DELA_042.basePlot.all,DELA_043.basePlot.all,DELA_044.basePlot.all,DELA_045.basePlot.all,DELA_046.basePlot.all,DELA_047.basePlot.all,DELA_048.basePlot.all,DELA_049.basePlot.all,DELA_050.basePlot.all,DELA_051.basePlot.all,DELA_052.basePlot.all,DELA_053.basePlot.all,DELA_054.basePlot.all,DELA_055.basePlot.all,DELA_056.basePlot.all,DELA_001.tickPlot.tck,DELA_005.tickPlot.tck,DELA_007.tickPlot.tck,DELA_008.tickPlot.tck,DELA_014.tickPlot.tck,DELA_016.tickPlot.tck,DELA_001.mammalGrid.mam,DELA_002.mammalGrid.mam,DELA_007.mammalGrid.mam,DELA_031.mosquitoPoint.mos,DELA_032.mosquitoPoint.mos,DELA_033.mosquitoPoint.mos,DELA_034.mosquitoPoint.mos,DELA_035.mosquitoPoint.mos,DELA_036.mosquitoPoint.mos,DELA_057.phenology.phe,DELA_058.phenology.phe,DELA,SOILPL100544,SOILPL100545,SOILPL100546,SOILPL108145,SOILPL108198,MEGAPT100969,TOWER100552,HUT108045,AIRSHED",12/28/18,1/15/19,N,,,DELA.20181228.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,,,,primary,,lnagel@battelleecology.org,,20241118T162247Z,RELEASE-2025
575,722bd2a0-ea9e-400a-84c7-f529766ccad0,D08,DELA,DELA,DELA,1/28/19,2/4/19,N,,,DELA.20190128.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,,,,primary,,lnagel@battelleecology.org,,20241118T112438Z,RELEASE-2025
576,47a9119d-9c0d-4f3d-8a87-83943634c07e,D08,DELA,DELA,"DELA_001.basePlot.all,DELA_002.basePlot.all,DELA_003.basePlot.all,DELA_004.basePlot.all,DELA_005.basePlot.all,DELA_006.basePlot.all,DELA_007.basePlot.all,DELA_008.basePlot.all,DELA_009.basePlot.all,DELA_010.basePlot.all,DELA_011.basePlot.all,DELA_012.basePlot.all,DELA_013.basePlot.all,DELA_014.basePlot.all,DELA_015.basePlot.all,DELA_016.basePlot.all,DELA_017.basePlot.all,DELA_018.basePlot.all,DELA_019.basePlot.all,DELA_020.basePlot.all,DELA_021.basePlot.all,DELA_022.basePlot.all,DELA_023.basePlot.all,DELA_024.basePlot.all,DELA_025.basePlot.all,DELA_026.basePlot.all,DELA_027.basePlot.all,DELA_028.basePlot.all,DELA_029.basePlot.all,DELA_030.basePlot.all,DELA_037.basePlot.all,DELA_038.basePlot.all,DELA_039.basePlot.all,DELA_040.basePlot.all,DELA_041.basePlot.all,DELA_042.basePlot.all,DELA_043.basePlot.all,DELA_044.basePlot.all,DELA_045.basePlot.all,DELA_046.basePlot.all,DELA_047.basePlot.all,DELA_048.basePlot.all,DELA_049.basePlot.all,DELA_050.basePlot.all,DELA_051.basePlot.all,DELA_052.basePlot.all,DELA_053.basePlot.all,DELA_054.basePlot.all,DELA_055.basePlot.all,DELA_056.basePlot.all,DELA_001.tickPlot.tck,DELA_005.tickPlot.tck,DELA_007.tickPlot.tck,DELA_008.tickPlot.tck,DELA_014.tickPlot.tck,DELA_016.tickPlot.tck,DELA_001.mammalGrid.mam,DELA_002.mammalGrid.mam,DELA_007.mammalGrid.mam,DELA_031.mosquitoPoint.mos,DELA_032.mosquitoPoint.mos,DELA_033.mosquitoPoint.mos,DELA_034.mosquitoPoint.mos,DELA_035.mosquitoPoint.mos,DELA_036.mosquitoPoint.mos,DELA_057.phenology.phe,DELA_058.phenology.phe,DELA,SOILPL100544,SOILPL100545,SOILPL100546,SOILPL108145,SOILPL108198,MEGAPT100969,TOWER100552,HUT108045,AIRSHED",2/21/19,2/21/19,N,actual,,DELA.20190221.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,1.5,2,m,primary,,lnagel@battelleecology.org,,20241118T112438Z,RELEASE-2025
577,c02bb0fc-a6ca-4714-9fea-45082662beb5,D08,DELA,DELA,"DELA_038.basePlot.all, DELA_039.basePlot.all, DELA_041.basePlot.all, DELA_042.basePlot.all, DELA_044.basePlot.all, DELA_055.basePlot.all, DELA_057.phenology.phe, DELA_058.phenology.phe",4/10/19,4/14/19,N,,,DELA.20190410.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,,,,primary,0.2-1,lnagel@battelleecology.org,,20241118T190440Z,RELEASE-2025
578,d0dfc336-acc4-436d-9b39-9037185f446b,D08,DELA,DELA,"DELA_001.basePlot.all,DELA_002.basePlot.all,DELA_003.basePlot.all,DELA_004.basePlot.all,DELA_005.basePlot.all,DELA_006.basePlot.all,DELA_007.basePlot.all,DELA_008.basePlot.all,DELA_009.basePlot.all,DELA_010.basePlot.all,DELA_011.basePlot.all,DELA_012.basePlot.all,DELA_013.basePlot.all,DELA_014.basePlot.all,DELA_015.basePlot.all,DELA_016.basePlot.all,DELA_017.basePlot.all,DELA_018.basePlot.all,DELA_019.basePlot.all,DELA_020.basePlot.all,DELA_021.basePlot.all,DELA_022.basePlot.all,DELA_023.basePlot.all,DELA_024.basePlot.all,DELA_025.basePlot.all,DELA_026.basePlot.all,DELA_027.basePlot.all,DELA_028.basePlot.all,DELA_029.basePlot.all,DELA_030.basePlot.all,DELA_037.basePlot.all,DELA_038.basePlot.all,DELA_039.basePlot.all,DELA_040.basePlot.all,DELA_041.basePlot.all,DELA_042.basePlot.all,DELA_043.basePlot.all,DELA_044.basePlot.all,DELA_045.basePlot.all,DELA_046.basePlot.all,DELA_047.basePlot.all,DELA_048.basePlot.all,DELA_049.basePlot.all,DELA_050.basePlot.all,DELA_051.basePlot.all,DELA_052.basePlot.all,DELA_053.basePlot.all,DELA_054.basePlot.all,DELA_055.basePlot.all,DELA_056.basePlot.all,DELA_001.tickPlot.tck,DELA_005.tickPlot.tck,DELA_007.tickPlot.tck,DELA_008.tickPlot.tck,DELA_014.tickPlot.tck,DELA_016.tickPlot.tck,DELA_001.mammalGrid.mam,DELA_002.mammalGrid.mam,DELA_007.mammalGrid.mam,DELA_031.mosquitoPoint.mos,DELA_032.mosquitoPoint.mos,DELA_033.mosquitoPoint.mos,DELA_034.mosquitoPoint.mos,DELA_035.mosquitoPoint.mos,DELA_036.mosquitoPoint.mos,DELA_057.phenology.phe,DELA_058.phenology.phe,DELA,SOILPL100544,SOILPL100545,SOILPL100546,SOILPL108145,SOILPL108198,MEGAPT100969,TOWER100552,HUT108045,AIRSHED",4/15/19,4/16/19,N,,,DELA.20190415.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,,,,primary,,lnagel@battelleecology.org,,20241118T190440Z,RELEASE-2025
579,6af007ca-9d79-46ec-8a15-73034a98558d,D08,DELA,DELA,"DELA_001.basePlot.all,DELA_002.basePlot.all,DELA_003.basePlot.all,DELA_004.basePlot.all,DELA_005.basePlot.all,DELA_006.basePlot.all,DELA_007.basePlot.all,DELA_008.basePlot.all,DELA_009.basePlot.all,DELA_010.basePlot.all,DELA_011.basePlot.all,DELA_012.basePlot.all,DELA_013.basePlot.all,DELA_014.basePlot.all,DELA_015.basePlot.all,DELA_016.basePlot.all,DELA_017.basePlot.all,DELA_018.basePlot.all,DELA_019.basePlot.all,DELA_020.basePlot.all,DELA_021.basePlot.all,DELA_022.basePlot.all,DELA_023.basePlot.all,DELA_024.basePlot.all,DELA_025.basePlot.all,DELA_026.basePlot.all,DELA_027.basePlot.all,DELA_028.basePlot.all,DELA_029.basePlot.all,DELA_030.basePlot.all,DELA_037.basePlot.all,DELA_038.basePlot.all,DELA_039.basePlot.all,DELA_040.basePlot.all,DELA_041.basePlot.all,DELA_042.basePlot.all,DELA_043.basePlot.all,DELA_044.basePlot.all,DELA_045.basePlot.all,DELA_046.basePlot.all,DELA_047.basePlot.all,DELA_048.basePlot.all,DELA_049.basePlot.all,DELA_050.basePlot.all,DELA_051.basePlot.all,DELA_052.basePlot.all,DELA_053.basePlot.all,DELA_054.basePlot.all,DELA_055.basePlot.all,DELA_056.basePlot.all,DELA_001.tickPlot.tck,DELA_005.tickPlot.tck,DELA_007.tickPlot.tck,DELA_008.tickPlot.tck,DELA_014.tickPlot.tck,DELA_016.tickPlot.tck,DELA_001.mammalGrid.mam,DELA_002.mammalGrid.mam,DELA_007.mammalGrid.mam,DELA_031.mosquitoPoint.mos,DELA_032.mosquitoPoint.mos,DELA_033.mosquitoPoint.mos,DELA_034.mosquitoPoint.mos,DELA_035.mosquitoPoint.mos,DELA_036.mosquitoPoint.mos,DELA_057.phenology.phe,DELA_058.phenology.phe,DELA,SOILPL100544,SOILPL100545,SOILPL100546,SOILPL108145,SOILPL108198,MEGAPT100969,TOWER100552,HUT108045,AIRSHED",4/14/19,4/24/19,N,estimated,The latest start date is 2019-04-16.,DELA.20190414.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,0.2,2,m,primary,,lnagel@battelleecology.org,,20241118T190440Z,RELEASE-2025
580,31457732-91b1-49e7-ba4a-66cffe498491,D08,DELA,DELA,"DELA_002.basePlot.all, DELA_003.basePlot.all, DELA_004.basePlot.all, DELA_014.basePlot.all, DELA_037.basePlot.all, DELA_038.basePlot.all, DELA_040.basePlot.all, DELA_041.basePlot.all",5/11/19,5/22/19,N,estimated,The latest start date is 2019-05-13.,DELA.20190511.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,10,100,cm,primary,,lnagel@battelleecology.org,,20241118T051047Z,RELEASE-2025
581,8105f759-3330-44e0-8b1d-afcbe3eb75cf,D08,DELA,DELA,DELA,1/2/20,1/13/20,N,estimated,The latest start date is 2020-01-06.,DELA.20200102.otherNaturalDisturbance,NEON.DOC.003282vB,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,0.1,0.5,m,primary,,0000-0002-8839-6825,,20241118T091101Z,RELEASE-2025
582,8cb7696e-0739-4787-8c63-f1b3a4564d33,D08,DELA,DELA,DELA,2/7/20,3/2/20,N,,,DELA.20200207.otherNaturalDisturbance,NEON.DOC.003282vC,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,2.5,3,m,primary,,0000-0002-8839-6825,,20241118T010318Z,RELEASE-2025
583,2d8ba0ab-2846-4647-b3fb-fee317722aa6,D08,DELA,DELA,DELA,3/2/20,3/5/20,N,,,DELA.20200302.otherNaturalDisturbance,NEON.DOC.003282vC,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,0,1,m,primary,,0000-0002-8839-6825,,20241118T010318Z,RELEASE-2025
585,4bc428d5-1ba2-4440-9c54-f20b3d30212f,D08,DELA,DELA,DELA_053.basePlot.all,4/24/21,5/10/21,N,estimated,"Using LAI overstory photos, we were able to determine the event occurred between April 14 and May 10. Entered dates are estimates based on local weather over this time frame.",DELA.20210424.otherNaturalDisturbance,NEON.DOC.003282vD,otherNaturalDisturbance,naturalDisturbance-windDamage,,,,,,,,,primary,Significant blowdown event occurred as a part of extreme local weather in which multiple dominant trees fell inside the plot boundary.,0000-0002-8839-6825,,20241118T064316Z,RELEASE-2025
586,bb0a005a-a0af-4e0c-ac60-7954cf25cac5,D08,DELA,DELA,"DELA_001.basePlot.all,DELA_002.basePlot.all,DELA_003.basePlot.all,DELA_004.basePlot.all,DELA_005.basePlot.all,DELA_006.basePlot.all,DELA_007.basePlot.all,DELA_008.basePlot.all,DELA_009.basePlot.all,DELA_010.basePlot.all,DELA_011.basePlot.all,DELA_012.basePlot.all,DELA_013.basePlot.all,DELA_014.basePlot.all,DELA_015.basePlot.all,DELA_016.basePlot.all,DELA_017.basePlot.all,DELA_018.basePlot.all,DELA_019.basePlot.all,DELA_020.basePlot.all,DELA_021.basePlot.all,DELA_022.basePlot.all,DELA_023.basePlot.all,DELA_024.basePlot.all,DELA_025.basePlot.all,DELA_026.basePlot.all,DELA_027.basePlot.all,DELA_028.basePlot.all,DELA_029.basePlot.all,DELA_030.basePlot.all,DELA_037.basePlot.all,DELA_038.basePlot.all,DELA_039.basePlot.all,DELA_040.basePlot.all,DELA_041.basePlot.all,DELA_042.basePlot.all,DELA_043.basePlot.all,DELA_044.basePlot.all,DELA_045.basePlot.all,DELA_046.basePlot.all,DELA_047.basePlot.all,DELA_048.basePlot.all,DELA_049.basePlot.all,DELA_050.basePlot.all,DELA_051.basePlot.all,DELA_052.basePlot.all,DELA_053.basePlot.all,DELA_054.basePlot.all,DELA_055.basePlot.all,DELA_056.basePlot.all,DELA_001.tickPlot.tck,DELA_005.tickPlot.tck,DELA_007.tickPlot.tck,DELA_008.tickPlot.tck,DELA_014.tickPlot.tck,DELA_016.tickPlot.tck,DELA_001.mammalGrid.mam,DELA_002.mammalGrid.mam,DELA_007.mammalGrid.mam,DELA_031.mosquitoPoint.mos,DELA_032.mosquitoPoint.mos,DELA_033.mosquitoPoint.mos,DELA_034.mosquitoPoint.mos,DELA_035.mosquitoPoint.mos,DELA_036.mosquitoPoint.mos,DELA_057.phenology.phe,DELA_058.phenology.phe,DELA,SOILPL100544,SOILPL100545,SOILPL100546,SOILPL108145,SOILPL108198,MEGAPT100969,TOWER100552,HUT108045,AIRSHED",6/11/21,6/22/21,N,estimated,onset and cessation variation is likely based on differing elevations at the site level. Unable to detect true dates safely for entirety of site.,DELA.20210611.otherNaturalDisturbance,NEON.DOC.003282vD,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,,,,primary,,0000-0002-8839-6825,,20241118T235409Z,RELEASE-2025
587,7f321b98-1694-4cab-838e-d853c155146e,D08,DELA,DELA,"DELA_002.basePlot.all, DELA_003.basePlot.all, DELA_004.basePlot.all, DELA_012.basePlot.all, DELA_020.basePlot.all, DELA_027.basePlot.all, DELA_038.basePlot.all, DELA_039.basePlot.all, DELA_041.basePlot.all, DELA_042.basePlot.all, DELA_044.basePlot.all, DELA_052.basePlot.all, DELA_001.tickPlot.tck, DELA_005.tickPlot.tck, DELA_002.mammalGrid.mam, DELA_007.mammalGrid.mam, DELA_031.mosquitoPoint.mos, DELA_032.mosquitoPoint.mos, DELA_033.mosquitoPoint.mos, DELA_034.mosquitoPoint.mos, DELA_035.mosquitoPoint.mos, DELA_036.mosquitoPoint.mos, DELA_057.phenology.phe, DELA_058.phenology.phe, SOILPL100544, SOILPL100545, SOILPL100546, SOILPL108145, SOILPL108198",2/1/23,2/23/23,N,estimated,"Two events of flooding occurred during this time frame, but due to hunting in the site, we were unable to gauge the flooding during that time. Soil sensors have been out of the ground during the entire time frame.",DELA.20230201.otherNaturalDisturbance,NEON.DOC.003282vD,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,,,,primary,Plots affected approximated based on knowledge of areas known to flood because we weren't able to observe every plot.,0000-0003-3172-1559,,20241118T045708Z,RELEASE-2025
589,ebc434e6-cfd0-4978-9447-12de31dd8993,D08,DELA,DELA,"DELA_002.basePlot.all, DELA_003.basePlot.all, DELA_004.basePlot.all, DELA_008.basePlot.all, DELA_009.basePlot.all, DELA_013.basePlot.all, DELA_014.basePlot.all, DELA_015.basePlot.all, DELA_016.basePlot.all, DELA_018.basePlot.all, DELA_020.basePlot.all, DELA_021.basePlot.all, DELA_022.basePlot.all, DELA_025.basePlot.all, DELA_026.basePlot.all, DELA_027.basePlot.all, DELA_028.basePlot.all, DELA_029.basePlot.all, DELA_030.basePlot.all, DELA_001.tickPlot.tck, DELA_008.tickPlot.tck, DELA_014.tickPlot.tck, DELA_002.mammalGrid.mam, DELA_007.mammalGrid.mam, DELA_026.mammalGrid.mam, DELA_031.mosquitoPoint.mos, DELA_033.mosquitoPoint.mos, DELA_035.mosquitoPoint.mos, DELA_057.phenology.phe, DELA_058.phenology.phe, SOILPL100545, SOILPL100546, SOILPL108145, SOILPL108198",4/10/23,4/17/23,N,estimated,Unsure of what exact days flooding began or ceased but likely during the previous and following weekends of the dates recorded,DELA.20230410.otherNaturalDisturbance,NEON.DOC.003282vD,otherNaturalDisturbance,naturalDisturbance-floodDamage,,,,,,,,,primary,,0000-0003-3172-1559,,20241118T015047Z,RELEASE-2025
